Dòng máy,Giá,Phiên bản,Tình trạng,Tinh_trang_tong_hop,Xuất xứ,Dung lượng (GB),Tình trạng pin,Pin_bucket,Chính sách bảo hành
iPhone 17 Pro,39999999.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Trung Quốc,1024.0,99%,97-99%,>12 tháng
iPhone 17 Pro,29800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,97%,97-99%,7-12 tháng
iPhone 17 Pro,24990000.0,Khóa mạng (Lock),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,97-99%,>12 tháng
iPhone 17 Pro,29500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone 17 Pro,23790000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,>12 tháng
iPhone 17 Pro,29800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,98%,97-99%,7-12 tháng
iPhone 17 Pro,28500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,97-99%,3 tháng
iPhone 17 Pro,26990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,97-99%,7-12 tháng
iPhone 17 Pro,29700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone 17 Pro,22490000.0,Khóa mạng (Lock),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,27390000.0,Khóa mạng (Lock),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,100%,4-6 tháng
iPhone 17 Pro Max,31990000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,34200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,30000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,99%,97-99%,7-12 tháng
iPhone 17 Pro Max,31190000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Trung Quốc,256.0,96%,95-96%,3 tháng
iPhone 17 Pro Max,37790000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Trung Quốc,512.0,100%,97-99%,Còn bảo hành
iPhone 17 Pro Max,31490000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,96%,95-96%,>12 tháng
iPhone 17 Pro Max,33300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,>12 tháng
iPhone 17 Pro Max,32500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,Hết bảo hành
iPhone 17 Pro Max,35000000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,100%,>12 tháng
iPhone 17 Pro Max,31490000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,93%,90-94%,Còn bảo hành
iPhone 17 Pro Max,33990000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,38999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,512.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,29490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),256.0,100%,97-99%,Còn bảo hành
iPhone 17 Pro Max,26000000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,97-99%,Còn bảo hành
iPhone 17 Pro Max,38499000.0,,Mới,Zin không trầy xước,Việt Nam,256.0,100%,97-99%,
iPhone 17 Pro Max,41600000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,512.0,100%,97-99%,
iPhone 17 Pro Max,27500000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone 17 Pro Max,33333333.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,>12 tháng
iPhone 17 Pro Max,32499000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,256.0,100%,100%,
iPhone 17 Pro Max,28500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,31990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,97-99%,Còn bảo hành
iPhone 17 Pro Max,28500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,>12 tháng
iPhone 17 Pro Max,29300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,
iPhone 17 Pro Max,41500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),512.0,100%,97-99%,
iPhone 17 Pro Max,41900000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),512.0,100%,97-99%,>12 tháng
iPhone 17 Pro Max,34900000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,97-99%,Còn bảo hành
iPhone 17 Pro Max,35600000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,100%,>12 tháng
iPhone 17 Pro Max,34300000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,97-99%,Còn bảo hành
iPhone 17 Pro Max,34800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,>12 tháng
iPhone 17 Pro Max,29200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,34600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,36500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,97-99%,>12 tháng
iPhone 17 Pro Max,36500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,97-99%,>12 tháng
iPhone 17 Pro Max,29250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,29500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,34800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,28990000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,100%,>12 tháng
iPhone 17 Pro Max,42500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),1024.0,100%,97-99%,>12 tháng
iPhone 17 Pro Max,33900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,35600000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,97-99%,>12 tháng
iPhone 17 Pro Max,32200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,97-99%,>12 tháng
iPhone 17 Pro Max,31000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,96%,95-96%,7-12 tháng
iPhone 17 Pro Max,33790000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,Hết bảo hành
iPhone 17 Pro Max,41900000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,512.0,100%,97-99%,>12 tháng
iPhone 17 Pro Max,30500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,99%,97-99%,7-12 tháng
iPhone 17 Pro Max,30500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,
iPhone 17 Pro Max,28999999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone 17 Pro Max,33999000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,27650000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,1 tháng
iPhone 17 Pro Max,30500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,99%,97-99%,7-12 tháng
iPhone 17 Pro Max,32399000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,32500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone 17 Pro Max,23200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,100%,97-99%,
iPhone 17 Pro Max,36666000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,512.0,99%,97-99%,7-12 tháng
iPhone 17 Pro Max,25200000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,97-99%,
iPhone 17 Pro Max,33900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,38700000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,512.0,100%,97-99%,
iPhone 17 Pro Max,32990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,38990000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),512.0,100%,97-99%,Còn bảo hành
iPhone 17 Pro Max,32999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,37700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),512.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,32490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,4-6 tháng
iPhone 17 Pro Max,31500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,32600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone 17 Pro Max,28900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,29500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17 Pro Max,28500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 17e,15999000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,>12 tháng
iPhone 17e,12000000.0,Khóa mạng (Lock),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,97-99%,>12 tháng
iPhone 7 plus,800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Không rõ,1024.0,99%,97-99%,Hết bảo hành
iPhone 7 plus,1500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,99%,97-99%,
iPhone 8,1150000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,83%,80-84%,
iPhone 8,1050000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8,1350000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,84%,80-84%,
iPhone 8,1900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,90%,85-89%,
iPhone 8,1400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Chính hãng VN (VNA),256.0,90%,85-89%,
iPhone 8,1450000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,96%,95-96%,
iPhone 8,1250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,98%,97-99%,4-6 tháng
iPhone 8,1450000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone 8,1700000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8,1900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,90%,85-89%,
iPhone 8,1350000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,74%,Dưới 80%,Hết bảo hành
iPhone 8,1900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,82%,80-84%,Hết bảo hành
iPhone 8,1599979.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,1 tháng
iPhone 8,1500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone 8,1250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,100%,100%,
iPhone 8,1100000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone 8,1500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,97%,97-99%,
iPhone 8,1400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,84%,80-84%,
iPhone 8,1590000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,64.0,97%,97-99%,Hết bảo hành
iPhone 8,1150000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,Hết bảo hành
iPhone 8,1689999.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8 plus,2200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8 plus,1800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,
iPhone 8 plus,3200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,
iPhone 8 plus,1490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,86%,85-89%,
iPhone 8 plus,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,
iPhone 8 plus,1550000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8 plus,1200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,97%,95-96%,Hết bảo hành
iPhone 8 plus,2200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8 plus,3250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,64.0,100%,100%,1 tháng
iPhone 8 plus,1700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8 plus,1300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,99%,97-99%,Hết bảo hành
iPhone 8 plus,1800000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,4-6 tháng
iPhone 8 plus,2600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,88%,85-89%,3 tháng
iPhone 8 plus,2200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone 8 plus,1200000.0,,Đã sửa chữa / thay linh kiện,Đã sửa chữa,Việt Nam,64.0,97%,95-96%,Hết bảo hành
iPhone 8 plus,2200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone 8 plus,1450000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,90-94%,Hết bảo hành
iPhone 8 plus,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,97%,97-99%,
iPhone 8 plus,1300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone 8 plus,1500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,
iPhone 8 plus,1850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,97%,95-96%,Hết bảo hành
iPhone 8 plus,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone 8 plus,1650000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",Mỹ (LL/A),64.0,99%,97-99%,
iPhone 8 plus,2200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,97-99%,
iPhone 8 plus,1300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,Hết bảo hành
iPhone 8 plus,1300000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,"Màn thay, Pin thay",Mỹ (LL/A),64.0,99%,97-99%,Hết bảo hành
iPhone 8 plus,2200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,98%,97-99%,
iPhone 8 plus,2150000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,96%,95-96%,
iPhone 8 plus,800000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,,64.0,100%,100%,
iPhone 8 plus,1990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,
iPhone Air,19500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone Air,21777000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,100%,>12 tháng
iPhone Air,19500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone Air,19999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,4-6 tháng
iPhone Air,19500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,4-6 tháng
iPhone Air,20500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,Hết bảo hành
iPhone Air,19490000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone Air,21990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone Air,20500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,7-12 tháng
iPhone Air,18800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,97-99%,Còn bảo hành
iPhone Air,21899000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,>12 tháng
iPhone Air,21500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone Air,19900000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,256.0,100%,100%,
iPhone Air,19350000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,97-99%,7-12 tháng
iPhone SE,1750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,Còn bảo hành
iPhone SE,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,98%,97-99%,1 tháng
iPhone SE,1750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone SE,1750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone SE,1900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,
iPhone SE,1200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,95-96%,
iPhone SE,1800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,92%,90-94%,
iPhone SE,1800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,Còn bảo hành
iPhone SE,1500000.0,,Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),64.0,81%,80-84%,
iPhone SE,1800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,82%,80-84%,
iPhone SE,1900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,93%,90-94%,
iPhone SE,2250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,96%,95-96%,
iPhone SE,2150000.0,,Đã sửa chữa / thay linh kiện,Đã sửa chữa,Mỹ (LL/A),64.0,93%,90-94%,4-6 tháng
iPhone SE,1750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,Còn bảo hành
iPhone SE,2200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone SE,2200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone SE,2250000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,99%,97-99%,
iPhone SE,1950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,91%,90-94%,
iPhone SE,2000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Nhật Bản,64.0,100%,100%,1 tháng
iPhone SE,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,100%,100%,4-6 tháng
iPhone SE,1950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Nhật Bản,64.0,91%,90-94%,
iPhone SE,2250000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,100%,100%,
iPhone SE,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,64.0,98%,97-99%,
iPhone SE,1550000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,
iPhone SE,1800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,
iPhone SE,2400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,99%,97-99%,Hết bảo hành
iPhone SE,2100000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,64.0,92%,90-94%,1 tháng
iPhone SE,2200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,128.0,99%,97-99%,Hết bảo hành
iPhone SE plus,2579000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,,128.0,97%,97-99%,Còn bảo hành
iPhone X,2600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,96%,95-96%,
iPhone X,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,97%,95-96%,4-6 tháng
iPhone X,2800000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,95%,90-94%,Còn bảo hành
